customer_id	account_number	raw_first_name	raw_last_name	raw_email	raw_phone	raw_country	raw_city	account_type	raw_kyc_status	bvn_nin	annual_income_local	local_currency	raw_dob	raw_account_open_date
1049	NXB00001049	Denise	rivera	wilsonnicole@example.org	45036988843	Kenya	East Nancy	Savings	VERIFIED	58998076247	22707408.84	KES	19-Sep-1999	2024-07-18
1050	NXB00001050	 Kelly 	sanchez	brittanyanderson@example.net	59831244129	Kenya	Karenfurt	Business	verified	49004691660	2830702.77	KES	1996-03-27	09/08/2016
1051	NXB00001051	 Lawrence 	BAXTER	stephaniewilson@example.org	63177495421	Nigeria	New Kimberly	Current	UNDER REVIEW	95308027110	22962891.68	NGN	07/02/1982	30/11/2015
1052	NXB00001052	 Joseph 	 Davis 	rachelpeterson@example.org		United Kingdom	East Randall	Savings	pending		15521506.53	GBP	23-Oct-1965	01/11/2022
1053	NXB00001053	Charles	perez	uwatson@example.com	64752864612	Nigeria	Martinezbury	Business	FAILED	71156330521	19566650.49	NGN	1971-08-12	24/06/2023
1054	NXB00001054	 Anthony 	DUNCAN	donnasuarez@example.com	24032115355	Germany	West Jasonberg	Savings	under review	41266568707	15853118.35	EUR	30/03/2002	08/02/2022
1055	NXB00001055	craig	BOWMAN	john08@example.com	97247925422	UAE	Lake Lori	Current	FAILED	45120149764	29217133.97	AED	06/11/1978	27/09/2018
1056	NXB00001056	Courtney	LEONARD	garzajill@example.org	87706769333	United States	Gomezstad	Savings	failed	46691240532	44896799.42	USD	1998-07-10	30-Jul-2021
1057	NXB00001057	monique	BENDER	matthewmoran@example.net	64085858838	United Kingdom	Pagefort	Savings	UNDER REVIEW	11662224154	42894064.85	GBP	28-Nov-1997	26/10/2016
1058	NXB00001058	Derek	Kramer	singhjoseph@example.com	92543551962	Nigeria	East Molly	Corporate	under review	26458121951	5706715.55	NGN	19/04/1962	17/06/2021
1059	NXB00001059	Alan	Rodriguez	michaelflynn@example.net	24728639420	Ghana	East Sandra	Corporate	UNDER REVIEW	29161286688	25830935.43	GHS	13/06/1995	09/13/2016
1060	NXB00001060	Christopher	Hudson	brookefrench@example.net	62702660450	Ghana	Leeland	Savings	FAILED	12490952236	30638326.09	GHS	26/07/1971	04-Dec-2020
1061	NXB00001061	 Thomas 	mitchell	smithjesse@example.org	19335389222	United Kingdom	North Stefaniebury	Corporate	verified	79657857794	7044730.65	GBP	19/05/1978	19/05/2015
1062	NXB00001062	Patrick	 Smith 	barnesandrew@example.net	77056461607	United States	Campbellhaven	Savings	FAILED	89755408404	44707465.64	USD	03/23/1978	03/22/2019
1063	NXB00001063	 Jennifer 	GOMEZ	armstrongjeremy@example.org	46176231336	Kenya	Justinland	Savings	VERIFIED	74194095130	38084824.59	KES	1976-01-15	16/06/2016
1064	NXB00001064	 Tammie 	evans	jenniferprice@example.com	13727768576	Nigeria	Port John	Business	FAILED	40768988740	10033322.08	NGN	03/28/2002	08/01/2015
1065	NXB00001065	Kelly	Hanson	fuentesnichole@example.org	55188701799	Nigeria	West Heidi	Corporate	VERIFIED	64921886118	40812569.51	NGN	1999-11-27	11/05/2024
1066	NXB00001066	blake	JACKSON	seanadams@example.com	72345653869	South Africa	East Michaelport	Corporate	pending	97375912030	6960479.75	ZAR	19/04/1975	11/01/2021
1067	NXB00001067	KENDRA	wood	nicholasjuarez@example.com	47238641009	Ghana	Conniemouth	Business	FAILED	17879737302	2133810.44	GHS	27-Feb-1977	05-Nov-2017
1068	NXB00001068	Timothy	acevedo	christopherbarber@example.org	99009378146	Nigeria	Mathischester	Savings	verified	91440510911	31771683.3	NGN	1994-04-20	11/14/2017
1069	NXB00001069	jillian	CARTER	hwagner@example.com	37066187564	Ghana	Lake Natalie	Business	FAILED	74314672234	20804755.7	GHS	07/30/1973	04-Feb-2019
1070	NXB00001070	 Kari 	 Powell 	richardsonkenneth@example.net	85899002772	Germany	Port Zacharymouth	Corporate	VERIFIED		34097410.0	EUR	11/19/1961	02/05/2023
1071	NXB00001071	 Blake 	GIBSON	psmith@example.com	60503374698	Nigeria	South Timothymouth	Savings	pending	56830463604	28229041.49	NGN	08/08/1978	08/21/2021
1072	NXB00001072	 Elizabeth 	johnson	yruiz@example.org	22667941908	Kenya	Murphyhaven	Corporate	FAILED	21594984994	12954116.07	KES	24-Jan-1967	13-May-2021
1073	NXB00001073	KATHLEEN	 Lowe 	hugheskaren@example.net	34289876055	Germany	East Maria	Corporate	failed	24175183345	21641959.46	EUR	07/08/1970	07/11/2023
1074	NXB00001074	HEATHER	BROWN	whubbard@example.org		Kenya	Vegamouth	Business	verified	17308246877	9350473.41	KES	15-Nov-1981	2018-10-18
1075	NXB00001075	anthony	MYERS	maryfarmer@example.com	90739928919	Nigeria	Wilsonberg	Savings	EXPIRED	50204554544	18645414.3	NGN	1972-03-07	20-Jun-2019
1076	NXB00001076	ROBERT	MORRIS	kendrahall@example.org	08649426942	Kenya	North Emily	Business	under review	28962505780	43785084.41	KES	1974-05-02	2023-09-30
1077	NXB00001077	 John 	Murphy	rodriguezmichael@example.net	70692195873	Ghana	Wendyhaven	Business	 Verified 	17839331719	11875683.81	GHS	09/05/1992	15/08/2015
1078	NXB00001078	francisco	kidd	annahunt@example.com	02178167806	Kenya	Lake Daniel	Savings	pending	61400430581	25630586.26	KES	02/18/1982	09/01/2017
1079	NXB00001079	 Nicole 	ROSE	garciadebra@example.com	81503701709	Ghana	Bradton	Savings	failed	71570817129	48902250.73	GHS	11/20/1966	05/07/2016
1080	NXB00001080	James	PALMER	holmesrachel@example.org	26282968244	Kenya	Lake Melissamouth	Corporate	VERIFIED	57655470120	2692098.15	KES	16/10/1964	26/07/2020
1081	NXB00001081	Dylan	ROMERO	stephanie27@example.net	11680691961	South Africa	Myerstown	Current	VERIFIED	29595148670	27710580.26	ZAR	02-May-1992	06/01/2016
1082	NXB00001082	 Angela 	MORENO	allendavid@example.org	63444359624	Nigeria	Yoderland	Business	pending	89356466692	17353059.45	NGN	1967-03-31	08-Nov-2018
1083	NXB00001083	 Gregory 	fitzgerald	lisa24@example.org	36909123753	United States	Ashleyfurt	Corporate	verified	92817373646	8661247.25	USD	13/11/1960	01/10/2018
1084	NXB00001084	Mackenzie	mcintosh	wrightnicholas@example.com	24365240553	Nigeria	Lake Amandamouth	Business	PENDING	73611483660	41422929.56	NGN	21/02/1986	11/10/2016
1085	NXB00001085	kristine	MAXWELL	erin36@example.net	88215977385	Nigeria	Hernandezborough	Current	failed	90114606054	47647248.62	NGN	07/07/1995	28/02/2023
1086	NXB00001086	 Susan 	 Hall 	jameslindsay@example.net	49125949722	Nigeria	New Alice	Current	failed	37045696749	31950141.0	NGN	10-Nov-1968	23-Aug-2024
1087	NXB00001087	jack	 Ali 	alexbutler@example.org	99623569992	South Africa	East Malik	Business	EXPIRED	53423483645	45248177.13	ZAR	05-Oct-1993	2017-07-01
1088	NXB00001088	ANGELA	woods	dhawkins@example.net	79256041348	UAE	Paulabury	Business	PENDING	12780021013	32215016.95	AED	15-Aug-1965	12/04/2020
1089	NXB00001089	Cody	GONZALEZ	theresagreene@example.org	60001440762	Nigeria	Joycebury	Savings	under review	60246829787	24404996.59	NGN	08/06/1981	06-Jun-2016
1090	NXB00001090	melissa	harrell	robinsondavid@example.org	52872099865	United States	Lake Kristi	Business	failed	29730647525	46180715.69	USD	26/11/1969	10/08/2023
1091	NXB00001091	Shelby	TAYLOR	riveratara@example.net	08235309766	Nigeria	Angelicafurt	Savings	UNDER REVIEW	70766522223	12465477.05	NGN	2002-05-10	08/06/2023
1092	NXB00001092	DAVID	Pace	banksmeredith@example.com	01753079661	Nigeria	Tiffanyberg	Corporate	UNDER REVIEW	89118039971	48498091.69	NGN	1960-07-27	2022-02-10
1093	NXB00001093	katherine	pearson	melissa04@example.org	74125313795	Kenya	North Tylerfort	Business	pending	47524964938	22694568.4	KES	09/25/1973	10/08/2016
1094	NXB00001094	James	 Jackson 	wewing@example.org	61920259991	UAE	Leemouth	Corporate	EXPIRED	77806867599	39963893.18	AED	12-Sep-1963	2017-10-17
1095	NXB00001095	billy	Evans	lisachristian@example.com	74890476078	Germany	West Valerie	Corporate	FAILED	54679187767	1024589.77	EUR	04/13/1992	2016-08-09
1096	NXB00001096	SANDRA	 Dyer 	egutierrez@example.net	70851732895	South Africa	Patrickview	Business	EXPIRED	20336179133	43300931.17	ZAR	05-Dec-1988	05/18/2018
1097	NXB00001097	Benjamin	Cervantes	william55@example.net	15744965391	Kenya	Nicholsontown	Business	VERIFIED	32695209334	32244233.19	KES	09/08/1965	11/12/2021
1098	NXB00001098	BRENT	 Smith 	patriciaowen@example.net	54184039822	South Africa	Lake Jasonfurt	Corporate	UNDER REVIEW	42516786544	31287654.01	ZAR	09/18/1973	02/09/2022
1099	NXB00001099	phillip	martin	allennathan@example.net	40788026529	South Africa	Campbellchester	Business	 Verified 		25912515.89	ZAR	01/10/1985	01/10/2018
1100	NXB00001100	JENNA	clark	jennifercooper@example.com	30397440880	Nigeria	New Jenniferside	Current	VERIFIED	78437098773	12005950.97	NGN	04/08/1975	01/20/2022
1101	NXB00001101	Timothy	NOVAK	blakeshelton@example.org	84311326611	Nigeria	Angelaside	Current	 Verified 	11088766007	31860281.33	NGN	01-Mar-1984	20/02/2017
1102	NXB00001102	BRANDON	Martin	qallen@example.org	96047220539	Nigeria	Woodsview	Savings	under review	27386876968	12802636.58	NGN	03-Dec-1965	2016-01-28
1103	NXB00001103	Michael	Ramirez	ybarber@example.org	31714619953	Kenya	Walterfort	Corporate	VERIFIED	90762443984	47823097.56	KES	1971-12-19	01/24/2018
1104	NXB00001104	Linda	Cuevas	moniquewhite@example.com	05302618402	Nigeria	Smithfurt	Corporate	failed	18895763847	29889697.69	NGN	04-Jan-1967	13-Feb-2024
1105	NXB00001105	ZACHARY	 Williams 	longbob@example.com	60502816409	UAE	North Micheleshire	Savings	pending	57336215492	35917093.02	AED	05-Jan-1970	08-Nov-2021
1106	NXB00001106	 Bradley 	WILSON	brianyang@example.net		United States	East Michaeltown	Business	EXPIRED	58593513220	25060793.71	USD	09/06/1965	11/06/2019
1107	NXB00001107	charlene	Morgan	katrinastevens@example.com	95319260098	Nigeria	Port Tammy	Corporate	FAILED	69201116190	6456068.18	NGN	05/31/1978	2024-06-24
1108	NXB00001108	Michael	 Briggs 	qmichael@example.com	49205489445	South Africa	North Angelaside	Current	UNDER REVIEW	10564458789	43763039.65	ZAR	13/01/1960	2019-11-21
1109	NXB00001109	David	 Kelley 	wbailey@example.net	44566229521	Ghana	Williamschester	Business	under review	72687824087	23298667.48	GHS	21-Jun-1963	02/16/2017
1110	NXB00001110	NOAH	YOUNG	agarcia@example.org		United Kingdom	Ambertown	Savings	VERIFIED	69074312933	36770341.26	GBP	1998-02-09	03/21/2023
1111	NXB00001111	SETH	phillips	katherinewinters@example.com	23515850153	South Africa	Hallland	Savings	failed	65387173336	32993959.51	ZAR	04/23/1977	2021-03-22
1112	NXB00001112	Rodney	LAMB	rodney58@example.com	52244133954	Ghana	Brianfurt	Business	under review	95602837231	2764423.61	GHS	1975-09-21	30/05/2022
1113	NXB00001113	tanya	 Dennis 	jason57@example.net	57191898664	Ghana	South Mark	Corporate	 Verified 	16545553376	1095560.31	GHS	07/31/2002	05/01/2023
1114	NXB00001114	NICOLE	Spencer	nicolereeves@example.com	87680570237	Nigeria	Johntown	Corporate	 Verified 	38485398310	23176018.97	NGN	11/10/1975	2018-03-04
1115	NXB00001115	LINDA	garcia	frankmorrison@example.com	33329732396	Kenya	East Mistyberg	Savings	under review	72722244029	47638849.45	KES	06-May-1983	27-Feb-2016
1116	NXB00001116	marco	 Hines 	ddonovan@example.com	42773923852	Ghana	Lake Ian	Corporate	verified	62657210882	24299895.65	GHS	1985-04-24	16/11/2019
1117	NXB00001117	Barbara	KING	brownchristina@example.org	84423471998	Kenya	Port Emilymouth	Business	EXPIRED	26721232935	4658053.58	KES	26-Aug-1973	2019-11-01
1118	NXB00001118	 Lori 	atkins	megan52@example.com	75699913831	Ghana	Kramerbury	Business	FAILED	79103467549	2916319.09	GHS	27/01/1988	05/08/2017
1119	NXB00001119	Jason	 Moore 	uhaney@example.org	77773316806	Nigeria	Johnsonmouth	Business	FAILED	76472425573	39832793.52	NGN	10/28/1960	12/02/2016
1120	NXB00001120	adam	 Hansen 	younglauren@example.com	29842410740	Kenya	Andrewchester	Savings	UNDER REVIEW	84230655531	24284082.6	KES	1966-11-23	2024-07-22
1121	NXB00001121	Thomas	Blake	ronniefisher@example.com		Nigeria	Port Saraburgh	Business	UNDER REVIEW	50124020494	29697772.36	NGN	1961-05-28	06/20/2022
1122	NXB00001122	 Alexander 	williams	glee@example.net	64614974597	South Africa	New Sarashire	Corporate	 Verified 	62870430497	5321137.61	ZAR	1969-08-16	08-Apr-2017
1123	NXB00001123	HOLLY	DUNCAN	igoodman@example.net	91498609955	Nigeria	East Madison	Savings	pending	48996017613	11558380.72	NGN	22-Jan-1967	12/08/2021
1124	NXB00001124	Kimberly	KIM	davidmcgee@example.net	61212898115	Nigeria	Jeremytown	Corporate	pending	68599752072	16047549.34	NGN	05/03/1972	18/06/2023
1125	NXB00001125	adam	Jones	skim@example.org	39847422567	Nigeria	Port Williamhaven	Savings	PENDING	33096582258	7690970.47	NGN	17/12/1966	22-Sep-2023
1126	NXB00001126	alicia	stout	jamiefox@example.net		South Africa	Brownside	Savings	 Verified 	52751773213	2428171.73	ZAR	22/02/1977	2020-01-24
1127	NXB00001127	TERESA	Roberts	yboyd@example.net	34956479984	Nigeria	Zacharymouth	Savings	PENDING	99553678498	8717087.75	NGN	1998-09-01	2018-10-11
1128	NXB00001128	CINDY	bradley	rlee@example.net		Ghana	North Melissa	Current	pending	74970355664	26596617.72	GHS	08-Mar-1973	2020-06-13
1129	NXB00001129	 Michele 	WALLACE	randallwilson@example.net	92616620165	South Africa	Cohenchester	Business	 Verified 	63573855870	30769196.03	ZAR	11-Mar-1997	25-May-2018
1130	NXB00001130	Stephanie	rivera	wmorris@example.com	51247640006	Nigeria	Abigailchester	Business	PENDING		27438881.85	NGN	08/16/1977	2023-02-14
1131	NXB00001131	LINDSEY	Foley	felicia51@example.com	54512244418	Nigeria	Fitzpatricktown	Business	VERIFIED	16584243155	34924780.98	NGN	21/01/1977	2022-01-29
1132	NXB00001132	douglas	 Charles 	jamesrussell@example.net	08357017036	United States	Lisaview	Savings	under review	10366230899	13552866.97	USD	2001-09-30	2024-10-17
1133	NXB00001133	eric	Lewis	cbrown@example.net	08983094134	UAE	Littlefort	Corporate	pending	67922796525	28229845.91	AED	01/05/1990	2018-03-31
1134	NXB00001134	CANDACE	parrish	rtaylor@example.com	84135694804	Nigeria	Harrisfurt	Savings	PENDING	23330052076	47221476.46	NGN	1998-05-07	2018-07-02
1135	NXB00001135	karen	vasquez	berrytyrone@example.net	94059802602	Ghana	Dylanton	Business	verified	48664268209	15935047.04	GHS	23-Sep-1961	2019-08-24
1136	NXB00001136	 Laurie 	 Montes 	rhonda92@example.com	90734203197	South Africa	Amandamouth	Savings	failed	72291321862	26565070.5	ZAR	1963-02-07	2017-03-21
1137	NXB00001137	 Michael 	Diaz	douglascarl@example.com	82308829586	Nigeria	New Robertbury	Business	EXPIRED	30463674488	23157369.72	NGN	01/09/1989	22-Sep-2021
1138	NXB00001138	DEBORAH	robinson	pjohnson@example.com	94276748317	Germany	Powellshire	Current	EXPIRED	45500158041	31102725.64	EUR	16/01/1986	01/16/2015
1139	NXB00001139	 Jason 	Levy	watsontina@example.net	78824265594	Nigeria	South Sarahbury	Savings	 Verified 	99403267621	20523764.21	NGN	1973-06-23	18/01/2015
1140	NXB00001140	 Dennis 	Hardy	desireewilson@example.net	22379006548	Nigeria	Lisamouth	Current	verified	98917948032	28047800.14	NGN	06/08/1975	06/13/2019
1141	NXB00001141	BEVERLY	 Warner 	burtonsean@example.com		Nigeria	Leeshire	Business	failed	31881230982	16444898.58	NGN	1977-10-08	11-May-2019
1142	NXB00001142	 Alicia 	 Zhang 	cameronkaitlyn@example.com	59157908945	Nigeria	Jacksonside	Business	PENDING	98629130980	29401970.67	NGN	10-Apr-1983	14-Sep-2020
1143	NXB00001143	jason	 Baker 	hjenkins@example.org		Kenya	North Gina	Savings	VERIFIED	18539373380	46106982.18	KES	15/06/1980	2015-01-17
1144	NXB00001144	raymond	 Hernandez 	lmaldonado@example.org	51881298861	Kenya	Lake Mariatown	Business	pending	52552187214	29978157.32	KES	04/14/1996	2024-02-24
1145	NXB00001145	ROSE	 Hughes 	marksbrandon@example.net	37298268933	Kenya	Stanleymouth	Savings	pending	44516563381	30996326.28	KES	1967-08-20	02-Jan-2018
1146	NXB00001146	Samantha	Sanchez	bradley75@example.com	83355707731	Nigeria	West Markton	Corporate	EXPIRED	41264424445	12001924.72	NGN	08-Nov-1989	11/06/2022
1147	NXB00001147	erin	saunders	clowe@example.com	18799384440	United Kingdom	North Teresa	Savings	EXPIRED	58250256580	12568253.36	GBP	1960-01-21	06/28/2018
1148	NXB00001148	larry	 Parker 	ptapia@example.net	23503687156	Ghana	Lake Benjaminmouth	Savings	pending	97950719041	41657850.25	GHS	1970-07-23	02/05/2020
1149	NXB00001149	natalie	Cole	jmedina@example.org	45684467940	South Africa	Mckaytown	Corporate	 Verified 	63798984268	42962219.78	ZAR	08/29/1989	05/15/2024
1150	NXB00001150	 Carl 	ROBINSON	christiecastillo@example.com	15975729273	UAE	Nixonborough	Business	verified	44183468132	14037239.1	AED	1969-01-02	31/07/2023
1151	NXB00001151	JENNIFER	 Taylor 	riveramicheal@example.net	23324165185	United States	New Ryan	Savings	UNDER REVIEW	84577114283	32233653.27	USD	06/05/1981	01-Apr-2024
1152	NXB00001152	PAUL	 Arroyo 	kevinnorton@example.com	62159584174	Kenya	Browntown	Current	UNDER REVIEW	61644824008	35025555.37	KES	05/08/1986	31-Oct-2024
1153	NXB00001153	matthew	 Vaughan 	chasebeck@example.com	41344760948	Germany	Robertsberg	Savings	verified	52686269115	33299771.89	EUR	09-Mar-1988	17/01/2019
1154	NXB00001154	brittany	Ball	amandaroberts@example.net	30265099621	Nigeria	Bennettmouth	Current	EXPIRED	27103370582	36352780.72	NGN	21/09/1977	05/20/2023
1155	NXB00001155	DAVID	Francis	egutierrez@example.org	56342022234	Ghana	North Rachelborough	Savings	pending	35443027841	19776792.07	GHS	1962-05-28	2015-07-16
1156	NXB00001156	JESSICA	STANTON	patriciafreeman@example.net	17791524461	Germany	New Frankbury	Business	under review	66151541632	3985453.08	EUR	05/04/1986	27-Feb-2017
1157	NXB00001157	KIMBERLY	bell	ztorres@example.com	42601863726	Germany	Jillfurt	Savings	FAILED	14300152708	33793004.39	EUR	12/10/1984	05/07/2022
1158	NXB00001158	 Patricia 	SCHULTZ	brandi22@example.com	64149003850	Kenya	Bryanborough	Corporate	EXPIRED	36318944173	33855762.69	KES	1969-10-12	09-Sep-2015
1159	NXB00001159	 Marie 	casey	kimberly48@example.com	22883904733	South Africa	Joshualand	Corporate	UNDER REVIEW	57113330672	36369647.18	ZAR	02/24/1963	2016-06-01
1160	NXB00001160	nathaniel	OLSON	eduardodavis@example.com	88795312040	Germany	Johnfort	Corporate	FAILED	21813964267	26550329.6	EUR	01-Nov-1977	12/05/2016
1161	NXB00001161	debra	COLEMAN	brettrice@example.com	01873143915	Ghana	Jeremyfort	Current	FAILED	46135535531	38346564.19	GHS	18/12/1990	10/24/2021
1162	NXB00001162	AMANDA	 Jackson 	landryalexis@example.net	87109685642	Ghana	South Dawntown	Corporate	under review	11176456198	41911756.8	GHS	08/11/1966	2023-10-07
1163	NXB00001163	douglas	Patterson	johnstokes@example.org	42306002302	United Kingdom	Tiffanymouth	Current	PENDING	99708428324	40349543.31	GBP	10/02/1996	02/21/2016
1164	NXB00001164	Renee	Smith	ruth22@example.com	14206670151	Ghana	North Cody	Current	 Verified 	32819252803	45396373.99	GHS	04-Aug-1978	23-Nov-2017
1165	NXB00001165	michelle	 Coleman 	jamiesingh@example.org	22400539222	South Africa	Taylortown	Corporate	PENDING	19088781251	15800957.13	ZAR	12/25/1969	09/07/2015
1166	NXB00001166	CODY	Alvarado	jeffersondaniel@example.org	84339133252	Nigeria	Port Jasonbury	Corporate	EXPIRED		4716058.45	NGN	24-Dec-1974	17-Nov-2022
1167	NXB00001167	JESSICA	 King 	vshelton@example.org	42864497602	South Africa	Jordanview	Current	EXPIRED	76703619444	46489029.19	ZAR	05/04/1962	2018-12-30
1168	NXB00001168	Gordon	 Brown 	john77@example.net	49852973561	United Kingdom	Holdenfurt	Current	EXPIRED	23607739948	20916587.11	GBP	04/10/1999	2019-06-08
1169	NXB00001169	Nathan	COOK	adamskathryn@example.com	53809664147	Nigeria	South Melinda	Savings	 Verified 	55623241840	17562676.49	NGN	11/10/1987	04/02/2020
1170	NXB00001170	helen	Moore	rwaters@example.com	53538962985	United Kingdom	Jamesfurt	Corporate	pending	20077095851	28434089.2	GBP	11/12/1988	09/11/2017
1171	NXB00001171	 Troy 	vargas	dakota71@example.org		Nigeria	Boyerchester	Corporate	EXPIRED	35820696802	35668958.1	NGN	02/04/1979	25/12/2018
1172	NXB00001172	STEPHANIE	mcgee	mariolewis@example.net	68586390616	South Africa	Arianashire	Business	PENDING	35126255821	10661671.64	ZAR	1961-05-16	2021-02-02
1173	NXB00001173	danielle	gilbert	perrymichael@example.org	16837103073	Ghana	Brownburgh	Business	PENDING	79317831766	23583713.44	GHS	10/11/2000	2023-12-19
1174	NXB00001174	kimberly	MEJIA	hillchristina@example.com	82649312146	Nigeria	Kristamouth	Current	EXPIRED	52604593213	27466044.07	NGN	09/12/1966	11/01/2015
1175	NXB00001175	RANDY	Morris	mary92@example.com	56339172994	Nigeria	Hooverview	Current	PENDING		23763034.31	NGN	1997-03-19	11/25/2019
1176	NXB00001176	william	 Ortega 	whiterobert@example.com	97196706833	Kenya	North Danielfurt	Business	verified	92278732118	36702761.89	KES	05-Sep-1974	2018-09-21
1177	NXB00001177	Daniel	BELL	wilsonkimberly@example.org		South Africa	Jessicaton	Savings	PENDING	92097541573	15526941.81	ZAR	14-Feb-1984	12/18/2022
1178	NXB00001178	KATHLEEN	MILLER	jessestanton@example.org	67348140984	Nigeria	Port Ryanborough	Current	under review	29120321689	6885595.27	NGN	1974-06-15	09/20/2016
1179	NXB00001179	Benjamin	mcknight	garciaalex@example.com	00420288661	Nigeria	Lake Tammieton	Business	FAILED	74406318617	16879254.44	NGN	1969-03-07	11/16/2019
1180	NXB00001180	JOHN	 Thomas 	jonathanwoodard@example.com		UAE	Angelaberg	Corporate	FAILED	66367012830	42091573.94	AED	12/03/1995	12/11/2021
1181	NXB00001181	Wendy	CLARK	charlesbrown@example.com	79138601571	UAE	East Natalieville	Current	FAILED	13685631940	13084838.03	AED	28-Jun-1972	2015-09-21
1182	NXB00001182	 Brandi 	PARKER	davieskevin@example.com	28814112874	Ghana	Peckland	Savings	PENDING	49889054761	39544558.09	GHS	1974-11-10	13-Feb-2016
1183	NXB00001183	Kendra	lawson	galvarez@example.com	64639138107	United Kingdom	Lake Valerieville	Corporate	 Verified 	12215019150	29524252.46	GBP	1973-04-07	02-May-2016
1184	NXB00001184	 Kimberly 	 Lutz 	johnhernandez@example.com		Nigeria	Natalieland	Savings	FAILED	53474384992	41904634.43	NGN	10-Oct-1991	03/06/2019
1185	NXB00001185	JENNIFER	Miller	jeff06@example.net	26168455252	United Kingdom	North Donstad	Current	EXPIRED	72912344408	31980070.53	GBP	17-Jul-1970	2018-01-15
1186	NXB00001186	 Justin 	le	villasteven@example.net	88566948993	United Kingdom	Danielmouth	Business	FAILED	59803643559	2812781.44	GBP	1964-10-11	19-Apr-2016
1187	NXB00001187	 Ryan 	bailey	xclark@example.net	22717266256	Germany	Patricktown	Corporate	EXPIRED	86038635026	27832082.59	EUR	12/12/1967	06/15/2015
1188	NXB00001188	THOMAS	alvarado	carteryolanda@example.com	30686240871	Nigeria	Ortizton	Savings	failed	86890263510	44599254.93	NGN	1982-10-06	04/12/2022
1189	NXB00001189	Emily	mcneil	tuckeramanda@example.org	62381152232	Nigeria	East Angela	Current	pending	58190328917	47885277.77	NGN	25-Sep-1974	30-May-2022
1190	NXB00001190	Justin	 Herrera 	jmurphy@example.net		South Africa	West Zoe	Corporate	UNDER REVIEW	76335414838	30179426.21	ZAR	1998-03-30	03/14/2016
1191	NXB00001191	brittany	PHILLIPS	nelsonbenjamin@example.net	79135113505	Germany	Penningtonburgh	Business	UNDER REVIEW	67843485208	48592510.74	EUR	01-Nov-1979	2018-08-24
1192	NXB00001192	Katie	 Schmidt 	sandrasmith@example.com		Nigeria	Davidstad	Savings	verified	61016457072	33135228.98	NGN	07/13/1967	04/21/2016
1193	NXB00001193	 Sue 	HAWKINS	georgesteven@example.org	28010419453	Nigeria	Monicaberg	Savings	PENDING	45200510586	23196066.49	NGN	1990-07-15	06/16/2016
1194	NXB00001194	Kristin	 Dixon 	spearsjose@example.com	74280218893	Nigeria	Port Maxwell	Savings	verified	43276122758	36660869.88	NGN	01/09/1985	06/22/2021
1195	NXB00001195	Tina	 Hansen 	nunezjeremy@example.net	21397436990	Kenya	Susanfort	Savings	FAILED	79626761384	33999568.69	KES	23-Jul-1993	11/23/2024
1196	NXB00001196	 Kristen 	VARGAS	heidi08@example.com	90696904528	Kenya	Smithland	Business	FAILED	91471898140	23636875.82	KES	04/02/1991	2015-07-29
1197	NXB00001197	Jessica	Price	ostevens@example.com	57016527613	South Africa	West Brianaside	Business	UNDER REVIEW		23396462.73	ZAR	26-May-2000	01-Oct-2024
1198	NXB00001198	 Brian 	 Howard 	huntjames@example.net	99296444772	Nigeria	Emmabury	Current	under review	62121308141	32192351.18	NGN	19-Jul-2001	03/12/2018
1199	NXB00001199	JULIE	 Santana 	jasonhunt@example.org	17241553691	Nigeria	Leslieport	Savings	failed	54021205667	29197084.28	NGN	04/01/2001	08-Nov-2021
1200	NXB00001200	MEGHAN	 Richards 	cruzmary@example.net	02425703332	South Africa	Michaelbury	Corporate	UNDER REVIEW	71479131427	25615465.61	ZAR	01/01/1970	13/09/2018
1201	NXB00001201	 Melinda 	 Morris 	aliciaperez@example.com	29662991721	South Africa	New Dominic	Business	FAILED	52910943247	34020929.64	ZAR	12/04/1981	21/08/2015
1202	NXB00001202	 David 	 Turner 	xmarshall@example.org	53926693706	South Africa	Karenborough	Corporate	verified	98846046524	43064094.02	ZAR	1974-03-10	2022-03-14
1203	NXB00001203	david	hall	vincentturner@example.com	22061901933	Kenya	South Cassandra	Current	FAILED	55101663469	14484799.19	KES	08/07/1970	02-Aug-2019
1204	NXB00001204	CHRISTOPHER	brown	lucasivan@example.net	61622564718	Nigeria	Aaronmouth	Current	verified	31311650486	46519983.71	NGN	27/08/1990	07/14/2018
1205	NXB00001205	Beth	HOWELL	jeremymitchell@example.com	23167781456	Nigeria	Marymouth	Business	pending	29114710353	13492844.22	NGN	1990-12-13	02/10/2017
1206	NXB00001206	ALEXANDER	Singh	sierra53@example.net	17766650527	Nigeria	North Kristen	Corporate	pending	87452776601	12529769.72	NGN	05-Jan-1976	16-Feb-2019
1207	NXB00001207	ethan	MILLER	thomas06@example.net	90223116787	United Kingdom	Chenborough	Savings	under review	74912186386	12948084.39	GBP	22/09/1968	20-Jun-2018
1208	NXB00001208	Matthew	 Taylor 	gabriellamartinez@example.com	12684856371	United States	New Larry	Corporate	verified	34764658296	5834790.92	USD	04/14/1985	2022-06-07
1209	NXB00001209	ANDREW	 Johnson 	shawnrogers@example.org	31324659866	South Africa	South Kari	Business	VERIFIED	24625313497	45353273.2	ZAR	07/29/1967	01/25/2021
1210	NXB00001210	 Amanda 	Scott	mhopkins@example.net		South Africa	Gutierrezshire	Business	under review	41579610979	33724235.13	ZAR	08-Jan-2002	28-Feb-2019
